,L,R,F,M,C
457,73 days 23:12:00,0.26666666666666666,123,111589,0.850722921
458,32 days 06:24:00,0.9666666666666667,38,67361,1.408719882
459,84 days 14:24:00,0.43333333333333335,98,129338,0.733567861
460,80 days 22:24:00,0.23333333333333334,33,65345,1.451830132
461,65 days 15:12:00,0.2,39,68043,1.393603751
462,42 days 22:24:00,0.26666666666666666,72,73670,1.286411022
463,42 days 03:12:00,0.2,83,126476,0.749031121
464,110 days 10:24:00,0.13333333333333333,66,121756,0.777650711
465,73 days 04:00:00,1.2333333333333334,46,120983,0.78231049
466,114 days 04:48:00,0.3,65,102504,0.923260068
467,83 days 21:36:00,0.16666666666666666,99,123899,0.763360156
468,61 days 15:12:00,0.13333333333333333,54,64453,1.463962112
469,85 days 20:48:00,0.5333333333333333,65,107397,0.878302187
470,95 days 14:24:00,8.1,27,100143,0.941445133
471,62 days 19:12:00,0.7,36,72186,1.302530408
472,31 days 20:00:00,0.6666666666666666,61,71752,1.306106868
473,89 days 22:24:00,1.0666666666666667,49,65717,1.425973949
474,70 days 11:12:00,0.1,46,71260,1.314534381
475,74 days 00:48:00,0.2,103,125149,0.746901054
476,82 days 15:12:00,2.433333333333333,52,76072,1.228696235
477,18 days 17:36:00,0.3,36,68799,1.35804096
478,57 days 04:00:00,0.4,37,66530,1.402335037
479,102 days 08:48:00,0.4666666666666667,100,64900,1.4373
480,79 days 13:36:00,0.23333333333333334,51,87589,1.06409081
481,88 days 10:24:00,0.4,69,125139,0.742781227
482,21 days 10:24:00,0.26666666666666666,82,109233,0.850807631
483,17 days 13:36:00,0.5666666666666667,13,95577,0.971737343
484,37 days 16:00:00,0.8333333333333334,65,74458,1.246913025
485,23 days 17:36:00,0.16666666666666666,45,74389,1.247410235
486,86 days 08:00:00,0.06666666666666667,118,137477,0.67473221
487,71 days 19:12:00,0.36666666666666664,75,127816,0.725720724
488,34 days 20:48:00,0.03333333333333333,56,117444,0.789488352
489,85 days 20:48:00,0.2,73,128233,0.720501275
490,42 days 00:48:00,0.5666666666666667,66,82682,1.116894004
491,33 days 10:24:00,0.2,21,139888,0.660121097
492,69 days 07:12:00,0.13333333333333333,78,114244,0.807724519
493,70 days 23:12:00,0.06666666666666667,90,122350,0.753979567
494,114 days 11:12:00,0.26666666666666666,80,120362,0.766244247
495,25 days 14:24:00,2.8333333333333335,20,121103,0.761441087
496,112 days 10:24:00,1.0333333333333334,80,117968,0.781219907
497,111 days 23:12:00,1.1333333333333333,95,104659,0.87833354
498,90 days 11:12:00,0.06666666666666667,99,117708,0.780552044
499,85 days 19:12:00,0.5666666666666667,90,128188,0.716619964
500,82 days 04:00:00,0.03333333333333333,33,63453,1.447113927
501,107 days 12:00:00,0.4,73,110537,0.830436144
502,95 days 15:12:00,0.6,127,124500,0.737284819
503,33 days 09:36:00,5.266666666666667,83,114627,0.800316069
504,27 days 13:36:00,0.26666666666666666,27,90731,1.010241814
505,48 days 21:36:00,0.03333333333333333,97,149015,0.614937825
506,95 days 08:00:00,0.23333333333333334,77,104572,0.875997495
507,52 days 01:36:00,2.1666666666666665,19,86805,1.053728357
508,87 days 18:24:00,1.3666666666666667,13,125853,0.72670131
509,110 days 00:48:00,0.03333333333333333,139,129859,0.703798197
510,106 days 06:24:00,0.2,86,113677,0.803908618
511,107 days 19:12:00,0.06666666666666667,82,123788,0.737626911
512,95 days 04:48:00,1.0333333333333334,41,91797,0.9943289
513,53 days 08:48:00,0.06666666666666667,72,120888,0.755011912
514,109 days 23:12:00,0.36666666666666664,82,116502,0.782969391
515,24 days 13:36:00,0.13333333333333333,83,66764,1.36549308
516,100 days 16:48:00,0.4666666666666667,92,103985,0.875138818
517,94 days 23:12:00,0.8333333333333334,49,98732,0.920499534
518,114 days 05:36:00,0.3333333333333333,74,126274,0.719323851
519,46 days 04:48:00,0.13333333333333333,78,106195,0.854748717
520,79 days 08:00:00,0.3,49,105720,0.858548997
521,55 days 12:00:00,0.9666666666666667,44,69154,1.311839518
522,86 days 05:36:00,0.43333333333333335,26,103395,0.875781421
523,114 days 05:36:00,0.06666666666666667,85,124022,0.729566125
524,41 days 06:24:00,0.16666666666666666,49,62116,1.454720362
525,104 days 13:36:00,0.16666666666666666,69,105755,0.854199991
526,16 days 20:00:00,0.26666666666666666,53,114734,0.787266634
527,66 days 15:12:00,2.2333333333333334,11,134552,0.670909091
528,97 days 10:24:00,0.3333333333333333,55,117957,0.76517731
529,112 days 20:48:00,0.4666666666666667,39,63230,1.427421952
530,65 days 16:48:00,1.1333333333333333,18,124386,0.725114241
531,60 days 06:24:00,0.7333333333333333,63,137264,0.656078433
532,51 days 15:12:00,6.033333333333333,23,169931,0.529890073
533,33 days 04:00:00,0.43333333333333335,55,103869,0.866817337
534,24 days 07:12:00,0.8,36,112436,0.799957309
535,97 days 16:00:00,0.26666666666666666,43,69158,1.299686515
536,49 days 16:48:00,0.06666666666666667,59,78595,1.142706025
537,24 days 07:12:00,0.13333333333333333,69,98267,0.913754872
538,31 days 00:00:00,0.9,77,149556,0.600361671
539,67 days 06:24:00,0.7,75,113205,0.793122565
540,103 days 16:48:00,0.4666666666666667,89,98446,0.911670561
541,35 days 14:24:00,0.03333333333333333,51,71594,1.251371344
542,82 days 04:00:00,2.1666666666666665,15,84976,1.053199256
543,96 days 02:24:00,0.3333333333333333,51,121900,0.733716489
544,107 days 14:24:00,0.43333333333333335,63,84110,1.062971704
545,105 days 21:36:00,0.1,67,114895,0.77813186
546,107 days 03:12:00,1.9333333333333333,35,102698,0.869739722
547,56 days 19:12:00,0.1,31,112940,0.789749247
548,28 days 08:48:00,0.13333333333333333,63,131617,0.677294726
549,83 days 23:12:00,0.03333333333333333,95,112565,0.791891174
550,100 days 20:00:00,0.43333333333333335,97,111809,0.795848724
551,87 days 10:24:00,0.3,67,124788,0.712584784
552,100 days 14:24:00,0.06666666666666667,101,119673,0.742826118
553,49 days 12:00:00,0.7,60,131743,0.673196678
554,39 days 04:48:00,1.2666666666666666,12,121632,0.728333333
555,44 days 00:00:00,0.1,48,63061,1.404469958
556,35 days 20:48:00,0.1,52,62006,1.427972616
557,55 days 14:24:00,0.3,11,80261,1.09967805
558,98 days 05:36:00,0.06666666666666667,92,108930,0.810163224
559,97 days 12:00:00,0.03333333333333333,67,116848,0.754195707
560,89 days 12:00:00,0.2,47,68720,1.280616269
561,93 days 08:00:00,1.5333333333333334,109,144111,0.61047623
562,96 days 21:36:00,0.4,82,135759,0.646682872
563,95 days 04:48:00,0.7,68,107075,0.819026757
564,25 days 16:00:00,0.5333333333333333,79,113061,0.775295725
565,23 days 09:36:00,0.36666666666666664,74,119277,0.734588563
566,95 days 12:48:00,3.7666666666666666,31,59830,1.463755474
567,22 days 11:12:00,0.26666666666666666,34,87326,1.001857522
568,87 days 17:36:00,0.1,74,126760,0.690051909
569,20 days 09:36:00,0.23333333333333334,7,85624,1.021428571
570,61 days 08:00:00,3.1,36,118329,0.739067177
571,20 days 22:24:00,0.3,43,71368,1.224596738
572,51 days 16:48:00,1.2,106,128750,0.678582369
573,67 days 20:48:00,0.1,89,106167,0.82264602
574,48 days 20:00:00,3.466666666666667,62,89752,0.972563954
575,53 days 23:12:00,0.36666666666666664,36,63184,1.380619144
576,23 days 10:24:00,0.4,51,118422,0.73627451
577,98 days 22:24:00,0.16666666666666666,69,119146,0.731558088
578,112 days 04:48:00,0.03333333333333333,84,90564,0.962312287
579,101 days 00:00:00,0.16666666666666666,68,109665,0.794431222
580,85 days 04:00:00,0.1,20,113068,0.769414069
581,39 days 02:24:00,2.966666666666667,27,106399,0.816711529
582,78 days 03:12:00,0.06666666666666667,64,114718,0.757229554
583,109 days 00:48:00,0.23333333333333334,113,147384,0.589203374
584,78 days 12:00:00,0.06666666666666667,40,60149,1.443029477
585,99 days 18:24:00,0.06666666666666667,80,138420,0.624723523
586,68 days 18:24:00,1.3666666666666667,53,113194,0.76250826
587,55 days 17:36:00,0.03333333333333333,109,123276,0.700098478
588,45 days 01:36:00,0.13333333333333333,70,112890,0.764457525
589,53 days 03:12:00,0.3,35,62808,1.37325484
590,27 days 23:12:00,0.9666666666666667,34,65969,1.307116221
591,63 days 09:36:00,0.9,88,110192,0.782405619
592,54 days 01:36:00,0.3333333333333333,101,104916,0.821220119
593,87 days 04:00:00,0.5,44,123585,0.697107982
594,83 days 04:00:00,0.03333333333333333,57,124821,0.690196361
595,44 days 00:48:00,0.36666666666666664,43,70258,1.225645051
596,40 days 15:12:00,0.13333333333333333,57,101773,0.846069291
597,78 days 07:12:00,0.36666666666666664,82,121881,0.705870234
598,55 days 04:00:00,0.7666666666666667,69,94964,0.903869993
599,50 days 00:00:00,1.4666666666666666,63,102801,0.833366699
600,23 days 12:48:00,7.666666666666667,12,84488,1.013213001
601,42 days 00:48:00,0.5666666666666667,69,99590,0.859349031
602,81 days 15:12:00,0.13333333333333333,88,92775,0.922312153
603,25 days 06:24:00,0.1,59,133334,0.641461668
604,97 days 00:48:00,0.3333333333333333,40,133403,0.640861525
605,64 days 04:48:00,2.8666666666666667,13,113580,0.752468392
606,108 days 09:36:00,0.36666666666666664,68,119701,0.712072581
607,40 days 14:24:00,0.1,69,119959,0.710441151
608,22 days 16:00:00,0.13333333333333333,38,63749,1.335886053
609,98 days 03:12:00,0.6,97,95578,0.890442047
610,109 days 13:36:00,1.1333333333333333,13,96745,0.879156546
611,40 days 03:12:00,0.1,84,124877,0.680674344
612,73 days 05:36:00,2.6333333333333333,33,60566,1.400179804
613,79 days 08:00:00,0.8333333333333334,61,129994,0.652295875
614,82 days 15:12:00,0.5666666666666667,87,114443,0.740124516
615,66 days 12:00:00,0.43333333333333335,17,105518,0.80243475
616,99 days 21:36:00,0.1,62,104351,0.810345085
617,77 days 21:36:00,0.06666666666666667,79,102926,0.820983134
618,73 days 00:48:00,2.8333333333333335,58,94188,0.896582367
619,76 days 18:24:00,1.6,26,126699,0.666378424
620,31 days 17:36:00,0.06666666666666667,82,120396,0.700985
621,90 days 18:24:00,0.23333333333333334,94,110837,0.761320588
622,22 days 22:24:00,0.5,43,88958,0.947841903
623,108 days 14:24:00,0.3,49,82626,1.019422095
624,80 days 18:24:00,0.36666666666666664,32,87009,0.967861715
625,36 days 12:00:00,0.13333333333333333,82,119037,0.706153885
626,44 days 10:24:00,0.7333333333333333,62,101808,0.824876139
627,22 days 23:12:00,0.6,67,95683,0.877645872
628,57 days 08:48:00,1.0,81,103927,0.807743897
629,106 days 07:12:00,0.23333333333333334,86,105952,0.791347497
630,85 days 04:00:00,3.4,6,73392,1.141666667
631,42 days 09:36:00,2.3,9,91224,0.917777778
632,55 days 10:24:00,0.13333333333333333,63,102466,0.81701218
633,114 days 00:48:00,2.2,38,124410,0.672776465
634,45 days 15:12:00,0.06666666666666667,40,63801,1.311356405
635,102 days 19:12:00,0.3,73,120191,0.695825062
636,86 days 12:00:00,0.5,71,107032,0.78021629
637,54 days 04:48:00,0.03333333333333333,74,86299,0.967311788
638,23 days 16:00:00,3.433333333333333,45,83894,0.995006913
639,71 days 03:12:00,0.03333333333333333,127,131400,0.635267428
640,78 days 06:24:00,0.13333333333333333,86,130146,0.641211101
641,55 days 18:24:00,0.9666666666666667,58,114424,0.728744669
642,34 days 22:24:00,0.1,69,101139,0.82410712
643,94 days 10:24:00,1.4333333333333333,38,78846,1.056982345
644,67 days 17:36:00,0.6333333333333333,78,115093,0.723989122
645,100 days 10:24:00,2.2666666666666666,16,96627,0.862176721
646,85 days 04:48:00,5.433333333333334,37,58302,1.428155295
647,81 days 21:36:00,0.16666666666666666,76,116724,0.713011977
648,63 days 11:12:00,0.06666666666666667,44,67601,1.230681203
649,110 days 05:36:00,0.1,99,87395,0.951464844
650,26 days 22:24:00,0.4666666666666667,51,61100,1.357835843
651,67 days 15:12:00,0.16666666666666666,66,114482,0.722954875
652,94 days 00:00:00,0.16666666666666666,77,94084,0.879383317
653,82 days 06:24:00,0.06666666666666667,106,104750,0.78942673
654,22 days 16:48:00,0.03333333333333333,94,130742,0.632198528
655,34 days 15:12:00,0.9,89,109773,0.752621956
656,22 days 12:00:00,1.2333333333333334,11,101908,0.810053381
657,75 days 16:48:00,0.5666666666666667,19,114608,0.719314533
658,35 days 19:12:00,0.23333333333333334,57,87522,0.941829369
659,36 days 08:48:00,0.6,65,110131,0.747842479
660,22 days 06:24:00,2.533333333333333,25,58213,1.413954787
661,102 days 11:12:00,0.8666666666666667,51,57992,1.418412885
662,25 days 08:00:00,0.6333333333333333,54,77707,1.057823619
663,67 days 08:00:00,1.5333333333333334,13,118818,0.691331701
664,24 days 15:12:00,0.23333333333333334,72,65267,1.25802427
665,67 days 05:36:00,0.06666666666666667,93,118300,0.693748774
666,47 days 01:36:00,0.9,31,60318,1.35912265
667,89 days 01:36:00,0.13333333333333333,78,99566,0.822873672
668,71 days 08:48:00,0.13333333333333333,96,123933,0.661020551
669,68 days 07:12:00,0.6666666666666666,58,99952,0.81945874
670,22 days 02:24:00,0.26666666666666666,85,115207,0.710912445
671,95 days 09:36:00,0.16666666666666666,65,92722,0.883145532
672,111 days 12:00:00,0.13333333333333333,85,124859,0.65577155
673,39 days 15:12:00,2.933333333333333,14,79047,1.035521272
674,31 days 04:00:00,0.06666666666666667,60,118246,0.691508973
675,90 days 00:48:00,0.26666666666666666,39,60512,1.350910398
676,36 days 08:48:00,2.033333333333333,36,75213,1.086663476
677,109 days 05:36:00,1.5333333333333334,17,109583,0.745799622
678,53 days 17:36:00,0.7,104,93309,0.875784758
679,96 days 18:24:00,0.5,50,125199,0.652698823
680,73 days 07:12:00,0.4,41,108363,0.753658537
681,19 days 16:48:00,6.5,20,77590,1.052316793
682,79 days 20:00:00,0.23333333333333334,68,86064,0.948622421
683,85 days 04:48:00,0.06666666666666667,99,105598,0.77280422
684,40 days 16:00:00,0.4,98,120774,0.675360094
685,113 days 13:36:00,0.26666666666666666,89,106510,0.764573373
686,67 days 18:24:00,2.3666666666666667,35,105725,0.768377962
687,87 days 23:12:00,0.2,78,105745,0.767752423
688,49 days 05:36:00,0.13333333333333333,75,119758,0.677779021
689,96 days 17:36:00,0.5,56,57828,1.402678633
690,27 days 06:24:00,0.06666666666666667,29,81848,0.99101884
691,28 days 07:12:00,1.5,55,100558,0.806229241
692,89 days 18:24:00,0.6,26,70104,1.156431302
693,84 days 00:00:00,0.16666666666666666,66,94599,0.856638865
694,97 days 12:48:00,0.16666666666666666,67,112610,0.718858183
695,44 days 21:36:00,0.5666666666666667,65,99061,0.81700528
696,44 days 18:24:00,0.3,76,82442,0.981291089
697,83 days 15:12:00,0.13333333333333333,38,58995,1.370945673
698,37 days 01:36:00,0.5666666666666667,51,113913,0.710000088
699,95 days 22:24:00,0.1,71,109398,0.738039452
700,19 days 10:24:00,0.3,67,64594,1.248345512
701,113 days 22:24:00,0.8333333333333334,61,108008,0.746502852
702,69 days 14:24:00,0.1,44,56219,1.434023907
703,55 days 02:24:00,0.03333333333333333,120,101087,0.797076083
704,42 days 07:12:00,0.03333333333333333,101,94342,0.853658074
705,44 days 20:48:00,0.26666666666666666,34,58541,1.375456688
706,91 days 16:00:00,0.3,70,116485,0.689642615
707,59 days 08:00:00,0.9333333333333333,34,90814,0.883529412
708,22 days 12:00:00,1.1666666666666667,31,100130,0.801290323
709,26 days 00:00:00,2.066666666666667,44,102276,0.784301009
710,46 days 10:24:00,0.9,43,60630,1.322550717
711,51 days 08:00:00,1.1333333333333333,62,104969,0.762393469
712,72 days 03:12:00,0.8666666666666667,35,57698,1.386811155
713,76 days 12:48:00,0.13333333333333333,51,92818,0.861574479
714,24 days 16:48:00,0.1,59,118571,0.673916894
715,30 days 12:48:00,0.2,54,64470,1.238703118
716,26 days 22:24:00,0.7666666666666667,55,84601,0.942580466
717,28 days 04:00:00,2.3,34,84892,0.938940654
718,62 days 05:36:00,0.06666666666666667,58,107038,0.744657411
719,89 days 16:48:00,0.1,83,95665,0.832975069
720,100 days 06:24:00,0.1,39,64329,1.238633431
721,108 days 21:36:00,0.6,65,102141,0.779959566
722,67 days 10:24:00,0.3333333333333333,44,83527,0.953680726
723,90 days 01:36:00,0.03333333333333333,64,124573,0.639421062
724,25 days 09:36:00,2.2333333333333334,50,64381,1.237046489
725,34 days 20:48:00,2.7666666666666666,27,55673,1.42926697
726,111 days 12:00:00,0.3,40,77198,1.030612192
727,105 days 15:12:00,0.06666666666666667,72,107745,0.738133649
728,82 days 14:24:00,1.3666666666666667,47,57158,1.391171839
729,101 days 04:48:00,0.03333333333333333,70,112030,0.709738017
730,38 days 12:48:00,3.7666666666666666,51,107440,0.739495067
731,95 days 13:36:00,0.03333333333333333,52,98327,0.807594964
732,21 days 10:24:00,0.06666666666666667,57,99434,0.798412817
733,104 days 08:00:00,0.06666666666666667,56,87321,0.908338086
734,52 days 07:12:00,0.43333333333333335,32,60308,1.3146624
735,99 days 09:36:00,0.03333333333333333,65,94255,0.841129807
736,53 days 12:00:00,1.0,16,127164,0.623378315
737,46 days 20:00:00,0.26666666666666666,81,110402,0.717648956
738,73 days 07:12:00,3.3666666666666667,44,104867,0.755509741
739,38 days 16:48:00,0.36666666666666664,96,107452,0.737285951
740,14 days 06:24:00,2.5,37,77098,1.025352668
741,37 days 12:48:00,0.3333333333333333,63,108377,0.729203429
742,53 days 00:00:00,0.7,81,116556,0.677642764
743,52 days 00:48:00,0.43333333333333335,82,127934,0.617297044
744,85 days 17:36:00,0.06666666666666667,38,62200,1.269493087
745,98 days 23:12:00,1.2666666666666666,25,63767,1.238245644
746,60 days 18:24:00,2.3333333333333335,50,58964,1.338983448
747,60 days 21:36:00,0.2,66,95599,0.825197125
748,68 days 22:24:00,0.06666666666666667,75,96092,0.820139033
749,36 days 12:00:00,0.4,70,119084,0.661306893
750,73 days 15:12:00,0.1,93,67658,1.163014573
751,81 days 16:48:00,0.06666666666666667,97,98027,0.801951809
752,42 days 13:36:00,0.6666666666666666,72,100623,0.780282142
753,49 days 05:36:00,0.16666666666666666,65,105089,0.746562628
754,103 days 19:12:00,2.0,45,57094,1.373917224
755,71 days 02:24:00,0.3333333333333333,27,53927,1.453638993
756,61 days 20:48:00,0.06666666666666667,81,99333,0.789152044
757,37 days 22:24:00,0.26666666666666666,74,123708,0.633542051
758,104 days 04:00:00,0.06666666666666667,81,96407,0.812844814
759,21 days 19:12:00,2.1,43,87048,0.900012981
760,43 days 08:48:00,2.066666666666667,13,74307,1.054007025
761,51 days 10:24:00,0.06666666666666667,68,87657,0.893445703
762,33 days 12:48:00,0.1,51,105499,0.742125613
763,56 days 20:00:00,1.2,65,94928,0.824223306
764,82 days 19:12:00,0.4,61,95828,0.816480465
765,104 days 10:24:00,0.1,34,54155,1.441951251
766,104 days 01:36:00,0.03333333333333333,106,73656,1.059797165
767,52 days 00:00:00,0.3333333333333333,68,117406,0.664639116
768,37 days 11:12:00,0.16666666666666666,69,59262,1.315850461
769,24 days 03:12:00,0.3,31,54938,1.418710546
770,48 days 23:12:00,0.13333333333333333,85,123956,0.628632821
771,114 days 06:24:00,0.3,85,115698,0.673153382
772,21 days 10:24:00,0.7,44,122665,0.634257612
773,110 days 04:48:00,0.06666666666666667,82,84793,0.917503332
774,22 days 18:24:00,0.6666666666666666,78,92800,0.837629526
775,46 days 16:00:00,9.6,35,98033,0.792854447
776,41 days 00:00:00,0.7666666666666667,64,113219,0.686384706
777,48 days 00:48:00,0.1,49,106738,0.727940377
778,26 days 10:24:00,4.766666666666667,9,110088,0.705555556
